ALPHA = 1.5
JOBS COUNT = 50
seria			avgAll2		max1	min1	avgWeBetter	avgWorse	countWeBetter
-1.0_0.0_11__2		50,38		47,11	46,87	0,00		46,99		0
-1.0_0.0_11__4		25,32		22,58	22,40	0,00		22,50		0
-1.0_0.0_11__6		17,02		14,57	14,25	0,00		14,39		0
-1.0_0.0_11__8		12,88		10,47	10,31	0,00		10,39		0
-1.0_0.3_11__10		10,64		7,49	6,80	0,00		7,26		0
-1.0_0.3_11__2		50,50		46,36	45,74	0,00		46,10		0
-1.0_0.3_11__4		25,44		22,09	21,40	0,00		21,79		0
-1.0_0.3_11__6		17,16		14,00	13,49	0,00		13,71		0
-1.0_0.3_11__8		13,05		9,97	9,28	0,00		9,74		0
-1.0_0.5_11__10		10,84		7,12	6,27	0,00		6,69		0
-1.0_0.5_11__2		50,64		45,46	44,46	0,00		45,03		0
-1.0_0.5_11__4		25,58		21,42	20,53	0,00		20,99		0
-1.0_0.5_11__6		17,31		13,56	12,66	0,00		13,08		0
-1.0_0.5_11__8		13,21		9,53	8,81	0,00		9,19		0
-1.0_0.7_11__10		11,14		6,41	5,22	0,00		5,95		0
-1.0_0.7_11__2		50,81		44,49	42,96	0,00		43,68		0
-1.0_0.7_11__4		25,80		20,47	18,96	0,00		19,83		0
-1.0_0.7_11__6		17,59		12,44	11,43	0,00		12,01		0
-1.0_0.7_11__8		13,50		8,90	7,45	0,00		8,31		0
-1.0_1.0_11__10		10,51		7,83	7,57	0,00		7,69		0
-1.0_1.0_11__2		50,42		46,92	46,47	0,00		46,67		0
-1.0_1.0_11__4		25,36		22,46	22,01	0,00		22,25		0
-1.0_1.0_11__6		17,06		14,35	13,99	0,00		14,18		0
-1.0_1.0_11__8		12,93		10,35	9,92	0,00		10,19		0



ALPHA = 2.0
JOBS COUNT = 50
seria			avgAll2		max1	min1	avgWeBetter	avgWorse	countWeBetter
-1.0_0.0_11__10		10,67		6,90	6,53	0,00		6,71		0
-1.0_0.0_11__2		50,90		45,88	45,29	0,00		45,60		0
-1.0_0.0_11__4		25,60		21,50	21,16	0,00		21,34		0
-1.0_0.0_11__6		17,23		13,47	13,10	0,00		13,32		0
-1.0_0.0_11__8		13,06		9,58	9,18	0,00		9,37		0
-1.0_0.3_11__10		11,01		6,19	4,92	0,00		5,58		0
-1.0_0.3_11__2		51,17		44,92	42,86	0,00		44,33		0
-1.0_0.3_11__4		25,82		20,85	19,36	0,00		20,24		0
-1.0_0.3_11__6		17,46		12,72	11,66	0,00		12,31		0
-1.0_0.3_11__8		13,30		8,90	7,83	0,00		8,44		0
-1.0_0.5_11__10		11,23		5,68	4,21	0,00		4,93		0
-1.0_0.5_11__2		51,49		43,85	41,65	0,00		42,86		0
-1.0_0.5_11__4		26,07		19,95	18,01	0,00		19,10		0
-1.0_0.5_11__6		17,69		11,95	10,81	0,00		11,39		0
-1.0_0.5_11__8		13,52		8,40	7,09	0,00		7,68		0
-1.0_0.7_11__10		11,39		6,60	3,59	0,00		4,56		0
-1.0_0.7_11__2		51,81		42,75	40,23	0,00		41,39		0
-1.0_0.7_11__4		26,35		19,61	16,77	0,00		17,94		0
-1.0_0.7_11__6		18,00		11,43	9,20	0,00		10,29		0
-1.0_0.7_11__8		13,85		7,60	5,68	0,00		6,66		0
-1.0_1.0_11__10		10,76		6,59	6,23	0,00		6,40		0
-1.0_1.0_11__2		50,99		45,53	44,70	0,00		45,19		0
-1.0_1.0_11__4		25,68		21,31	20,70	0,00		20,96		0
-1.0_1.0_11__6		17,30		13,27	12,72	0,00		13,02		0
-1.0_1.0_11__8		13,13		9,27	8,86	0,00		9,11		0



ALPHA = 2.0
JOBS COUNT = 100
seria			avgAll2		max1	min1	avgWeBetter	avgWorse	countWeBetter
-1.0_0.0_11__10		10,30		8,27	8,07	0,00		8,19		0
-1.0_0.0_11__2		50,48		47,75	47,60	0,00		47,65		0
-1.0_0.0_11__4		25,31		23,02	22,90	0,00		22,96		0
-1.0_0.0_11__6		16,94		14,86	14,69	0,00		14,76		0
-1.0_0.0_11__8		12,77		10,78	10,63	0,00		10,70		0
-1.0_0.3_11__10		10,44		7,83	7,24	0,00		7,57		0
-1.0_0.3_11__2		50,63		47,15	46,63	0,00		46,90		0
-1.0_0.3_11__4		25,43		22,58	22,03	0,00		22,27		0
-1.0_0.3_11__6		17,05		14,45	14,03	0,00		14,22		0
-1.0_0.3_11__8		12,89		10,27	9,90	0,00		10,13		0
-1.0_0.5_11__10		10,57		7,39	6,57	0,00		7,12		0
-1.0_0.5_11__2		50,79		46,65	45,62	0,00		46,15		0
-1.0_0.5_11__4		25,55		22,17	21,29	0,00		21,66		0
-1.0_0.5_11__6		17,18		14,00	13,30	0,00		13,60		0
-1.0_0.5_11__8		13,02		9,89	9,14	0,00		9,58		0
-1.0_0.7_11__10		10,76		6,94	6,22	0,00		6,53		0
-1.0_0.7_11__2		51,01		45,72	44,17	0,00		45,08		0
-1.0_0.7_11__4		25,73		21,23	20,19	0,00		20,78		0
-1.0_0.7_11__6		17,35		13,23	12,46	0,00		12,90		0
-1.0_0.7_11__8		13,23		9,26	8,24	0,00		8,85		0
-1.0_1.0_11__10		10,34		8,12	7,86	0,00		8,01		0
-1.0_1.0_11__2		50,53		47,61	47,19	0,00		47,40		0
-1.0_1.0_11__4		25,34		22,92	22,62	0,00		22,75		0
-1.0_1.0_11__6		16,97		14,74	14,40	0,00		14,60		0
-1.0_1.0_11__8		12,81		10,66	10,37	0,00		10,52		0



ALPHA = 2.5
JOBS COUNT = 50
seria			avgAll2		max1	min1	avgWeBetter	avgWorse	countWeBetter
-1.0_0.0_11__10		10,54		7,02	6,78	0,00		6,91		0
-1.0_0.0_11__2		50,99		46,40	46,03	0,00		46,13		0
-1.0_0.0_11__4		25,60		21,77	21,48	0,00		21,64		0
-1.0_0.0_11__6		17,17		13,79	13,38	0,00		13,57		0
-1.0_0.0_11__8		12,97		9,71	9,50	0,00		9,61		0
-1.0_0.3_11__10		10,79		6,29	5,15	0,00		5,90		0
-1.0_0.3_11__2		51,31		45,60	44,27	0,00		44,92		0
-1.0_0.3_11__4		25,83		21,01	20,08	0,00		20,58		0
-1.0_0.3_11__6		17,38		13,34	11,88	0,00		12,60		0
-1.0_0.3_11__8		13,16		9,10	8,36	0,00		8,77		0
-1.0_0.5_11__10		11,00		5,71	4,53	0,00		5,17		0
-1.0_0.5_11__2		51,63		44,83	42,84	0,00		43,73		0
-1.0_0.5_11__4		26,03		20,48	18,54	0,00		19,69		0
-1.0_0.5_11__6		17,56		12,41	11,21	0,00		11,83		0
-1.0_0.5_11__8		13,36		8,53	7,25	0,00		7,99		0
-1.0_0.7_11__10		11,13		5,96	3,85	0,00		4,82		0
-1.0_0.7_11__2		51,99		43,29	41,06	0,00		42,41		0
-1.0_0.7_11__4		26,31		19,62	17,58	0,00		18,55		0
-1.0_0.7_11__6		17,83		11,62	9,74	0,00		10,80		0
-1.0_0.7_11__8		13,62		7,97	6,51	0,00		7,06		0
-1.0_1.0_11__10		10,63		6,83	6,24	0,00		6,53		0
-1.0_1.0_11__2		51,10		46,13	45,24	0,00		45,72		0
-1.0_1.0_11__4		25,67		21,62	20,99	0,00		21,31		0
-1.0_1.0_11__6		17,24		13,57	12,92	0,00		13,27		0
-1.0_1.0_11__8		13,04		9,64	8,99	0,00		9,31		0



ALPHA = 2.5
JOBS COUNT = 100
seria			avgAll2		max1	min1	avgWeBetter	avgWorse	countWeBetter
-1.0_0.0_11__10		10,24		8,40	8,26	0,00		8,33		0
-1.0_0.0_11__2		50,52		48,03	47,87	0,00		47,95		0
-1.0_0.0_11__4		25,31		23,23	23,08	0,00		23,16		0
-1.0_0.0_11__6		16,92		14,99	14,88	0,00		14,94		0
-1.0_0.0_11__8		12,73		10,91	10,76	0,00		10,85		0
-1.0_0.3_11__10		10,34		8,06	7,60	0,00		7,81		0
-1.0_0.3_11__2		50,68		47,59	47,05	0,00		47,31		0
-1.0_0.3_11__4		25,41		22,82	22,42	0,00		22,60		0
-1.0_0.3_11__6		17,01		14,60	14,19	0,00		14,40		0
-1.0_0.3_11__8		12,83		10,48	10,00	0,00		10,34		0
-1.0_0.5_11__10		10,46		7,59	7,01	0,00		7,30		0
-1.0_0.5_11__2		50,88		46,97	45,98	0,00		46,57		0
-1.0_0.5_11__4		25,52		22,33	21,69	0,00		22,06		0
-1.0_0.5_11__6		17,12		14,18	13,63	0,00		13,88		0
-1.0_0.5_11__8		12,94		10,17	9,47	0,00		9,78		0
-1.0_0.7_11__10		10,60		6,97	6,54	0,00		6,79		0
-1.0_0.7_11__2		51,10		46,22	45,31	0,00		45,71		0
-1.0_0.7_11__4		25,70		21,71	20,71	0,00		21,23		0
-1.0_0.7_11__6		17,27		13,52	12,79	0,00		13,20		0
-1.0_0.7_11__8		13,10		9,56	8,83	0,00		9,16		0
-1.0_1.0_11__10		10,27		8,29	8,02	0,00		8,16		0
-1.0_1.0_11__2		50,57		47,90	47,57	0,00		47,75		0
-1.0_1.0_11__4		25,34		23,12	22,84	0,00		22,97		0
-1.0_1.0_11__6		16,95		14,88	14,60	0,00		14,76		0
-1.0_1.0_11__8		12,76		10,77	10,59	0,00		10,67		0



ALPHA = 3.0
JOBS COUNT = 50
seria			avgAll2		max1	min1	avgWeBetter	avgWorse	countWeBetter
-1.0_0.0_11__10		10,47		7,24	6,86	0,00		7,02		0
-1.0_0.0_11__2		51,05		46,58	46,26	0,00		46,43		0
-1.0_0.0_11__4		25,60		21,99	21,69	0,00		21,85		0
-1.0_0.0_11__6		17,14		13,82	13,58	0,00		13,74		0
-1.0_0.0_11__8		12,93		9,84	9,57	0,00		9,73		0
-1.0_0.3_11__10		10,69		6,63	5,29	0,00		6,07		0
-1.0_0.3_11__2		51,41		45,89	44,30	0,00		45,23		0
-1.0_0.3_11__4		25,79		21,51	20,16	0,00		20,94		0
-1.0_0.3_11__6		17,34		13,19	12,34	0,00		12,78		0
-1.0_0.3_11__8		13,09		9,35	8,45	0,00		8,93		0
-1.0_0.5_11__10		10,90		5,80	4,60	0,00		5,24		0
-1.0_0.5_11__2		51,71		45,20	43,39	0,00		44,24		0
-1.0_0.5_11__4		26,03		20,60	18,88	0,00		19,92		0
-1.0_0.5_11__6		17,49		12,75	11,12	0,00		12,08		0
-1.0_0.5_11__8		13,27		9,01	7,21	0,00		8,16		0
-1.0_0.7_11__10		10,97		6,93	4,15	0,00		5,01		0
-1.0_0.7_11__2		52,07		44,04	41,96	0,00		43,09		0
-1.0_0.7_11__4		26,28		19,98	18,28	0,00		18,95		0
-1.0_0.7_11__6		17,76		11,51	10,36	0,00		11,02		0
-1.0_0.7_11__8		13,48		8,01	6,42	0,00		7,34		0
-1.0_1.0_11__10		10,53		6,90	6,50	0,00		6,73		0
-1.0_1.0_11__2		51,16		46,35	45,73	0,00		46,05		0
-1.0_1.0_11__4		25,66		21,82	21,25	0,00		21,55		0
-1.0_1.0_11__6		17,21		13,74	13,16	0,00		13,41		0
-1.0_1.0_11__8		12,98		9,70	9,16	0,00		9,44		0



ALPHA = 3.0
JOBS COUNT = 100
seria			avgAll2		max1	min1	avgWeBetter	avgWorse	countWeBetter
-1.0_0.0_11__10		10,21		8,48	8,34	0,00		8,41		0
-1.0_0.0_11__2		50,54		48,21	48,06	0,00		48,13		0
-1.0_0.0_11__4		25,31		23,34	23,23	0,00		23,28		0
-1.0_0.0_11__6		16,90		15,10	14,97	0,00		15,04		0
-1.0_0.0_11__8		12,71		10,99	10,84	0,00		10,93		0
-1.0_0.3_11__10		10,31		8,04	7,46	0,00		7,87		0
-1.0_0.3_11__2		50,72		47,71	47,29	0,00		47,53		0
-1.0_0.3_11__4		25,42		22,87	22,57	0,00		22,72		0
-1.0_0.3_11__6		17,00		14,68	14,20	0,00		14,50		0
-1.0_0.3_11__8		12,79		10,61	10,25	0,00		10,45		0
-1.0_0.5_11__10		10,40		7,72	7,10	0,00		7,40		0
-1.0_0.5_11__2		50,91		47,33	46,46	0,00		46,87		0
-1.0_0.5_11__4		25,53		22,59	21,84	0,00		22,18		0
-1.0_0.5_11__6		17,09		14,37	13,58	0,00		14,02		0
-1.0_0.5_11__8		12,88		10,14	9,73	0,00		9,99		0
-1.0_0.7_11__10		10,51		7,32	6,70	0,00		6,98		0
-1.0_0.7_11__2		51,11		46,55	45,93	0,00		46,20		0
-1.0_0.7_11__4		25,67		21,98	21,21	0,00		21,57		0
-1.0_0.7_11__6		17,23		13,81	12,89	0,00		13,40		0
-1.0_0.7_11__8		13,01		9,68	9,12	0,00		9,40		0
-1.0_1.0_11__10		10,24		8,34	8,13	0,00		8,24		0
-1.0_1.0_11__2		50,60		48,02	47,79	0,00		47,92		0
-1.0_1.0_11__4		25,34		23,25	22,98	0,00		23,13		0
-1.0_1.0_11__6		16,93		15,04	14,71	0,00		14,88		0
-1.0_1.0_11__8		12,74		10,86	10,66	0,00		10,76		0
